CustomerID,Recency,Frequency,Monetary,KMeans_Cluster,DBSCAN_Cluster
13260,62,1,557.62,1,2
17893,226,1,112.25,1,2
14451,61,2,662.59,1,0
12518,1,5,2056.89,0,1
12856,8,6,2179.93,0,1
14844,64,4,3189.81,0,1
13873,120,3,389.6,1,1
15223,226,2,755.75,1,0
16610,220,1,75.66,1,2
16600,5,6,813.52,0,1
14500,89,3,356.85,1,1
17734,54,3,700.63,1,1
14035,29,5,1428.02,0,1
15906,20,7,1567.69,0,1
12611,53,1,1193.32,1,2
13877,87,1,117.24,1,2
13325,82,1,675.3,1,2
16276,177,1,810.6000000000001,1,2
17908,374,1,243.28,1,2
13802,139,3,4599.42,0,-1
16248,62,1,152.94,1,2
17760,22,2,287.59,1,0
16326,6,14,3110.96,0,1
13434,75,2,534.24,1,0
13310,29,3,1132.03,0,1
16433,29,1,184.26,1,2
14300,19,1,43.2,1,-1
17069,29,9,2709.7000000000003,0,1
15445,265,1,113.5,1,2
15429,27,2,397.35,1,0
16498,162,2,100.97,1,0
15437,263,1,200.16,1,2
13421,41,2,1851.08,1,0
15206,11,4,420.29999999999995,0,1
16076,4,10,2234.73,0,1
13468,2,37,5704.97,0,-1
15406,32,2,510.71000000000004,1,0
12725,372,1,427.8,1,2
17650,22,1,166.08,1,2
15699,18,1,309.65,1,2
13908,80,4,2369.55,0,1
14633,267,1,344.90000000000003,1,2
12721,32,6,2656.13,0,1
15364,96,2,913.19,1,0
13435,6,7,3809.8900000000003,0,1
17516,16,5,768.08,0,1
13094,22,12,1927.3200000000002,0,1
15599,27,2,761.74,1,0
16682,5,5,1028.0,0,1
17839,43,1,338.8,1,2
14672,235,2,765.55,1,0
15079,213,4,895.61,1,1
12868,186,6,1607.0600000000002,0,1
17084,36,2,2949.75,0,-1
13982,40,4,1871.81,0,1
14502,20,11,2470.67,0,1
16497,50,6,2965.69,0,1
17147,23,4,1714.59,0,1
14932,366,1,363.53,1,2
15820,320,1,206.98,1,2
13630,6,7,2031.78,0,1
17873,81,5,1859.16,0,1
15881,313,5,501.39000000000004,1,-1
12652,332,1,919.98,1,2
16953,31,1,20.8,1,-1
16212,20,2,690.34,1,0
17930,36,5,1740.48,0,1
17309,96,1,82.75,1,2
16658,369,1,123.24,1,2
17384,20,2,336.4,1,0
12513,113,1,612.29,1,2
15168,26,1,106.56,1,2
13557,29,2,584.06,1,0
13512,261,1,251.21,1,2
12988,293,1,535.32,1,2
13995,16,5,1393.69,0,1
13330,93,3,1140.93,1,1
14110,4,12,5683.15,0,1
14601,11,1,213.96,1,2
15694,1,14,6479.4,0,-1
17994,122,4,678.49,1,1
14055,107,1,725.6400000000001,1,2
15140,53,7,2354.25,0,1
16242,9,7,3603.21,0,1
17015,29,3,1842.56,0,1
15054,13,2,302.1,1,0
17330,23,2,363.9,1,0
14656,170,2,291.05,1,0
17045,114,3,339.44,1,1
15639,135,1,425.32,1,2
18133,213,1,931.4999999999999,1,2
15561,12,4,800.59,0,1
16012,36,3,1415.29,0,1
12551,358,1,168.0,1,2
14351,165,1,51.0,1,2
12450,157,2,197.88,1,0
12673,6,2,610.52,0,0
12388,16,6,2780.66,0,1
13227,202,1,257.7,1,2
12468,188,2,729.5400000000001,1,0
12560,6,3,2134.01,0,-1
16835,129,2,180.85,1,0
17094,323,1,302.0,1,2
12842,71,2,1118.99,1,0
15123,8,2,2199.31,0,-1
17383,5,1,199.29,1,2
14533,25,7,1949.72,0,1
16652,59,7,6773.97,0,-1
17436,2,2,216.29999999999998,0,-1
16438,6,5,798.35,0,1
14431,303,1,470.36,1,2
12866,284,1,559.12,1,2
14040,41,12,3614.92,0,1
13212,20,3,788.08,0,1
17047,86,3,1100.9,1,1
15550,5,4,575.63,0,1
13835,26,4,834.57,0,1
15076,173,1,880.85,1,2
16589,72,3,459.24,1,1
13352,61,1,397.97999999999996,1,2
16071,45,1,326.24,1,2
14488,68,1,1064.28,1,2
15910,1,8,1232.18,0,-1
12497,82,1,1043.1,1,2
15988,20,1,158.03,1,2
14513,101,3,455.59000000000003,1,1
17096,16,4,1022.13,0,1
13079,5,5,220.10000000000002,0,-1
14702,2,17,3292.14,0,-1
14078,102,6,1049.37,0,1
13126,5,8,2099.64,0,1
15605,37,5,1198.23,0,1
15641,106,4,1887.2,0,1
15518,65,8,1942.45,0,1
13098,2,28,28882.44,0,-1
14722,148,1,187.92000000000002,1,2
14418,4,3,1937.25,0,1
13704,6,9,2308.06,0,1
15582,25,3,682.9100000000001,1,1
14487,27,6,1196.33,0,1
15061,4,48,54534.14,0,-1
12604,80,2,254.18,1,0
13754,152,2,282.59999999999997,1,0
13258,12,3,698.58,0,1
14175,60,3,3222.3,0,1
17890,323,2,602.09,1,0
16573,85,2,663.61,1,0
15330,33,2,714.96,1,0
15424,255,2,383.34,1,0
14188,31,6,2054.36,0,1
14273,52,4,559.97,1,1
16669,24,3,1374.8700000000001,0,1
16934,55,2,950.9300000000001,1,0
15551,37,1,436.06,1,2
12662,1,11,3849.78,0,1
16283,6,5,1570.81,0,1
14400,150,1,574.7,1,2
12425,79,1,777.2,1,2
17060,267,1,234.24,1,2
13953,8,7,3515.68,0,1
13477,38,6,1454.58,0,1
16014,38,3,662.38,1,1
14756,16,1,738.96,1,2
13334,83,3,3536.82,0,1
16135,263,1,517.55,1,2
15571,12,4,650.4300000000001,0,1
13831,17,6,2202.99,0,1
13134,86,4,1793.58,0,1
13618,174,1,177.34,1,2
16638,23,10,1680.72,0,1
13045,100,1,305.28000000000003,1,2
12527,82,3,348.71000000000004,1,1
17779,22,3,658.57,0,1
16685,62,2,324.24,1,0
13021,5,9,2616.38,0,1
12394,64,2,1272.48,1,0
13298,2,1,360.0,1,-1
17358,304,2,365.85,1,0
12838,34,2,683.13,1,0
12853,135,6,1957.1000000000001,0,1
12717,152,2,1030.98,1,0
12621,2,20,13689.67,0,-1
15987,13,7,1451.28,0,1
17613,23,14,4559.150000000001,0,1
13652,46,3,1095.08,1,1
13509,9,7,979.72,0,1
17887,130,1,111.35,1,2
18096,12,3,911.15,0,1
12348,76,4,1797.24,0,1
15142,47,1,498.74,1,2
13774,82,1,345.0,1,2
14349,11,1,133.5,1,2
17928,46,2,212.54,1,0
16872,78,3,680.02,1,1
13174,17,3,2817.03,0,-1
13032,53,2,1010.18,1,0
12638,34,1,671.69,1,2
14968,31,1,147.59,1,2
17659,18,12,2999.46,0,1
14762,264,1,300.52,1,2
14649,5,4,1417.29,0,1
17865,31,20,10526.32,0,-1
13571,13,12,2092.32,0,1
12818,262,1,1542.08,1,2
14759,5,3,1625.97,0,1
14217,2,17,2004.98,0,-1
13121,270,1,283.73,1,2
17238,3,17,3744.65,0,1
13726,39,2,1079.6599999999999,1,0
15103,32,2,703.36,1,0
15773,6,1,635.6800000000001,1,-1
13138,23,6,962.39,0,1
17990,237,3,630.84,1,1
16959,88,1,117.35000000000001,1,2
14201,61,7,747.44,0,1
14388,11,8,3212.84,0,1
13158,95,4,1201.06,1,1
18246,24,2,596.1,1,0
13917,50,2,272.04,1,0
15334,157,3,351.67,1,1
16551,96,3,922.12,1,1
14863,30,1,266.76,1,2
17522,2,5,1070.71,0,1
15000,48,1,490.52,1,2
15581,121,13,3679.9700000000003,0,-1
17898,86,2,152.06,1,0
14208,95,1,151.74,1,2
17838,27,5,2779.3,0,1
16337,37,1,151.05,1,2
13248,125,2,465.68,1,0
15957,32,1,428.89,1,2
12843,66,8,1702.26,0,1
13514,74,1,152.20000000000002,1,2
13396,30,2,1360.99,1,0
14616,243,3,406.08000000000004,1,1
13188,12,1,114.60000000000001,1,2
13752,125,6,1186.28,0,1
16455,64,7,1841.18,0,1
15786,47,3,4932.2,0,-1
16794,2,10,1222.71,0,-1
13221,241,2,847.41,1,0
13379,27,3,572.56,1,1
17671,16,4,1572.71,0,1
16282,340,1,168.3,1,2
15321,71,3,2748.31,0,1
17658,26,2,595.42,1,0
14261,51,2,1163.45,1,0
13277,16,4,258.4,1,-1
15218,11,11,5756.89,0,1
13294,190,2,873.74,1,0
17848,82,9,901.1999999999999,0,-1
15480,117,1,905.5,1,2
13199,4,38,9817.12,0,-1
16255,17,8,2619.91,0,1
14130,320,1,483.86,1,2
17073,18,4,1446.09,0,1
16983,13,7,1931.25,0,1
18066,76,1,318.0,1,2
17242,109,2,1135.04,1,0
15823,373,1,15.0,1,-1
14327,164,1,311.65,1,2
14890,254,1,125.65,1,2
14194,5,21,11349.52,0,-1
17693,138,1,200.47,1,2
12762,8,2,1898.52,0,-1
12647,23,12,3722.82,0,1
17715,201,1,326.4,1,2
12641,116,1,185.9,1,2
16188,45,4,981.86,0,1
14894,86,1,655.75,1,2
13104,4,6,1098.48,0,1
16684,5,28,66653.56,0,-1
12550,80,1,964.83,1,2
17349,180,1,110.75,1,2
13828,23,1,209.49,1,2
15803,52,1,415.82000000000005,1,2
18144,8,12,2888.75,0,1
16938,9,4,2736.38,0,1
14312,47,6,1611.59,0,1
13090,9,14,8910.82,0,-1
15315,65,2,570.5,1,0
15775,246,1,104.9,1,2
16160,66,2,1025.44,1,0
17086,8,6,2050.08,0,1
14006,116,3,962.19,1,1
15637,53,1,223.36,1,2
16309,107,2,706.57,1,0
17040,138,1,449.73,1,2
17947,38,1,176.68,1,2
18087,99,2,4055.7199999999993,0,-1
16315,331,1,226.37,1,2
15611,10,13,1591.45,0,1
17698,261,1,154.95,1,2
17428,1,28,17256.85,0,-1
17306,11,19,8631.31,0,1
14264,155,2,333.97,1,0
14554,11,4,2381.04,0,1
12733,235,1,383.95,1,2
16029,39,63,81024.84,0,-1
14954,13,1,336.17,1,2
13534,3,25,5870.08,0,-1
16055,221,1,134.8,1,2
16891,2,5,809.7,0,1
17524,362,1,145.0,1,2
16245,24,3,1413.66,0,1
16358,2,4,2027.5,0,1
13566,41,2,874.71,1,0
16442,2,3,616.79,0,1
14350,275,1,282.93,1,2
13428,11,1,218.47,1,2
15394,10,4,2183.54,0,1
14817,201,2,1110.34,1,0
16969,40,3,650.41,1,1
17557,15,3,541.46,0,1
13592,36,4,247.95999999999998,1,-1
17245,205,1,171.45,1,2
14050,32,2,746.36,1,0
16639,32,3,1257.51,0,1
12393,73,4,1582.6000000000001,0,1
17646,220,3,1008.39,1,1
18251,88,1,4314.72,1,-1
17877,171,1,237.61,1,2
14981,247,1,102.12,1,2
16131,52,6,3506.54,0,1
12676,25,6,1331.39,0,1
13461,39,3,1445.0,0,1
17220,25,14,3198.25,0,1
14158,41,1,507.66,1,2
15351,13,7,1960.1100000000001,0,1
12607,61,1,1579.51,1,2
12802,187,1,427.58,1,2
13853,58,1,1090.14,1,2
16040,66,3,1313.55,1,1
17110,166,1,163.29999999999998,1,2
15649,337,2,816.0,1,0
13657,11,2,382.14,1,0
17278,242,1,246.04,1,2
13650,17,6,1836.34,0,1
13699,156,1,308.58000000000004,1,2
18064,134,2,814.0,1,0
13827,58,3,412.05,1,1
16527,82,1,228.06,1,2
16671,29,3,1692.27,0,1
14116,20,5,1382.74,0,1
16250,262,2,389.44,1,0
14036,285,1,626.65,1,2
17924,12,7,2962.5,0,1
15826,57,3,1654.31,0,1
13299,269,1,142.5,1,2
15521,41,8,3000.2,0,1
16851,5,3,342.45,0,-1
16861,60,2,173.76,1,0
18198,5,17,5425.56,0,1
14031,8,19,17286.86,0,-1
14245,220,2,1693.45,1,0
15296,51,6,3672.86,0,1
15951,9,2,708.22,0,0
17727,16,1,1060.25,1,2
13430,19,2,679.45,1,0
17501,221,2,288.6,1,0
17180,57,4,796.03,1,1
17723,128,6,3276.4000000000005,0,1
13350,17,2,979.12,0,0
16339,285,1,109.95,1,2
14755,10,11,5010.28,0,1
17775,255,1,56.4,1,2
13177,65,1,282.45,1,2
14629,5,2,959.01,0,0
13422,65,1,2626.3,1,2
13046,31,2,629.31,1,0
17456,366,1,249.86,1,2
15118,135,1,244.8,1,2
17512,29,10,2924.9900000000002,0,1
12386,338,2,401.9,1,0
12592,93,2,437.6,1,0
17951,40,3,1008.5400000000001,1,1
13155,34,4,971.76,0,1
15125,26,15,11528.48,0,-1
17705,4,9,1823.52,0,1
18167,24,3,1384.8600000000001,0,1
14379,45,2,348.1,1,0
15822,4,2,885.47,0,0
16957,240,2,416.64,1,0
15415,314,1,572.8100000000001,1,2
14506,18,5,2012.17,0,1
13069,1,24,4436.12,0,-1
16784,20,1,107.6,1,2
17416,30,7,6893.42,0,-1
16379,5,4,2157.4,0,1
12594,38,10,3338.2200000000003,0,1
12452,17,2,430.57,1,0
16323,197,1,207.50000000000003,1,2
17230,265,8,3638.41,0,-1
15098,183,3,39916.5,0,-1
16810,193,1,309.54,1,2
15089,11,6,2420.84,0,1
16387,323,1,94.36,1,2
15386,187,1,394.14,1,2
13085,158,2,416.08000000000004,1,0
16169,9,4,1822.97,0,1
12458,72,2,947.4,1,0
15234,277,1,197.0,1,2
13893,298,1,821.1,1,2
15119,246,1,266.4,1,2
12787,10,3,463.66,0,1
14434,22,6,1372.8,0,1
13629,24,11,7792.36,0,1
14307,89,6,2995.72,0,1
13581,310,1,118.0,1,2
16425,303,1,302.7,1,2
12974,198,1,144.8,1,2
14758,145,4,1484.06,1,1
15610,52,1,112.46000000000001,1,2
14886,253,1,364.8,1,2
15049,274,1,121.17000000000002,1,2
14456,6,9,3062.4,0,1
14306,52,2,2093.32,1,0
13414,134,3,1390.5,1,1
16024,13,1,251.24,1,2
15577,152,3,258.88,1,1
17118,318,1,157.02,1,2
13992,31,1,76.8,1,2
16828,94,2,128.5,1,0
15372,138,1,2007.3999999999999,1,2
13451,27,5,2976.15,0,1
14745,113,5,1220.26,0,1
14037,177,2,147.20000000000002,1,0
17582,237,1,175.27,1,2
14584,170,4,1042.26,1,1
12630,10,2,1270.88,0,0
12785,365,1,311.95,1,2
16889,195,3,1578.67,1,1
18185,250,1,304.25,1,2
13670,76,1,349.7,1,2
15880,370,1,343.28000000000003,1,2
15953,16,8,1659.3799999999999,0,1
15791,44,2,1612.69,1,0
13061,73,1,248.61,1,2
15376,41,3,1233.3600000000001,0,1
13345,288,1,389.5,1,2
15663,107,1,138.14,1,2
17595,13,2,388.79,1,0
15034,16,8,4308.61,0,1
15297,11,3,641.94,0,1
14626,24,4,2791.27,0,1
15907,4,3,967.45,0,1
18164,38,1,399.65000000000003,1,2
17165,285,1,158.68,1,2
17295,29,3,556.95,1,1
16470,52,4,762.39,1,1
16030,310,1,331.24,1,2
14149,221,1,446.62,1,2
12783,3,6,2225.91,0,1
15764,89,6,3279.97,0,1
12851,97,1,135.18,1,2
12890,25,1,380.46999999999997,1,2
13240,97,4,663.65,1,1
14081,303,2,934.52,1,0
12484,33,6,4541.72,0,1
17732,373,1,303.97,1,2
15531,9,2,2007.44,0,-1
16341,25,4,1971.87,0,1
12567,23,10,9401.28,0,-1
12708,30,10,2712.91,0,1
12679,59,4,1113.02,0,1
16173,16,6,1418.32,0,1
18035,36,3,730.4,1,1
17107,34,6,10815.43,0,-1
17176,202,1,306.13,1,2
17396,40,8,7330.8,0,-1
15819,50,4,1905.45,0,1
17193,36,7,1699.3000000000002,0,1
17183,8,6,3347.31,0,1
12872,327,2,599.97,1,0
12718,72,1,238.25,1,2
18019,52,1,38.45,1,-1
16592,5,16,4113.68,0,1
12680,1,4,862.81,0,-1
15799,76,3,884.14,1,1
14277,16,3,4216.2,0,-1
18041,12,21,4183.39,0,-1
12749,4,5,4090.88,0,1
12654,11,5,601.98,0,1
17805,74,1,512.31,1,2
15092,216,2,457.81,1,0
15184,30,2,406.76,1,0
15363,373,1,326.0,1,2
13235,213,1,1031.07,1,2
13551,320,1,91.80000000000001,1,2
14013,111,3,473.02,1,1
17152,195,3,1689.5,1,1
12354,233,1,1079.4,1,2
14918,116,2,1610.15,1,0
15783,11,1,246.3,1,2
17458,16,1,316.5,1,2
17517,309,1,153.94,1,2
14439,320,1,2661.24,1,-1
14497,310,1,475.37,1,2
15181,67,3,689.4799999999999,1,1
14287,9,3,176.63,1,-1
16275,197,1,559.87,1,2
13224,61,2,2155.95,1,0
18081,37,3,343.45,1,1
18059,24,3,306.46,1,1
12884,89,1,309.05,1,2
14541,59,8,1461.65,0,1
15460,355,1,216.76,1,2
13497,283,2,348.05,1,0
16026,44,1,236.09,1,2
17323,16,7,921.07,0,1
16965,227,1,201.19,1,2
17229,97,2,318.76,1,0
13720,117,4,799.9,1,1
12795,19,1,430.48,1,2
14813,370,2,155.43,1,0
13002,319,1,120.94999999999999,1,2
15940,312,1,35.8,1,2
15977,18,2,1054.73,0,0
17071,29,9,2429.03,0,1
15158,46,1,401.40000000000003,1,2
17266,3,3,310.64,0,-1
15361,362,1,418.92,1,2
17438,254,1,388.45000000000005,1,2
14071,4,8,1438.82,0,1
16863,32,2,502.8,1,0
15146,165,2,1327.16,1,0
12349,19,1,1757.55,1,-1
14915,92,2,307.48,1,0
14639,53,6,2984.49,0,1
16239,57,2,414.2,1,0
15903,10,7,5126.76,0,1
18250,311,1,349.27,1,2
15628,5,9,2870.2400000000002,0,1
15122,115,3,1633.78,1,1
12936,18,4,1063.9,0,1
14752,44,1,389.64,1,2
13233,75,2,605.12,1,0
16767,31,11,5580.6,0,1
16943,212,3,816.73,1,1
12759,53,3,1531.44,0,1
13496,11,2,653.33,1,0
16617,236,1,151.85,1,2
14819,65,2,272.07,1,0
17668,2,2,347.75,0,0
16482,16,1,220.62,1,2
16302,127,1,233.22,1,2
17706,5,17,10504.49,0,1
12949,31,8,4167.22,0,1
15717,235,1,150.3,1,2
16156,9,9,3122.04,0,1
12919,9,6,1335.19,0,1
17371,18,3,423.89,1,1
13673,19,2,396.92,1,0
14171,99,1,363.79,1,2
13515,73,4,891.12,1,1
17044,26,1,948.48,1,2
15435,23,1,149.29,1,2
16841,37,6,1869.82,0,1
15179,19,5,2206.95,0,1
16018,40,2,408.90000000000003,1,0
16900,17,3,887.11,0,1
14015,53,1,917.34,1,2
15274,5,2,716.57,0,0
12811,261,3,514.85,1,1
15436,13,3,1122.53,0,1
15239,11,2,780.59,0,0
14684,26,5,1236.28,0,1
13689,64,1,910.0,1,2
16003,30,5,2735.37,0,1
14047,9,5,1308.6100000000001,0,1
13697,39,1,151.29999999999998,1,2
17772,11,2,182.77,1,0
14739,5,7,3902.28,0,1
14958,148,3,499.68,1,1
14387,33,3,1770.56,0,1
17564,25,3,454.01,1,1
13372,90,1,378.64,1,2
18269,367,1,168.6,1,2
13245,51,1,430.5,1,2
13946,80,3,561.5699999999999,1,1
14937,57,3,1621.88,0,1
12822,71,2,948.88,1,0
12457,67,7,2363.23,0,1
12723,4,5,725.07,0,1
15416,65,4,3984.32,0,1
13403,18,1,75.0,1,2
14389,66,2,1043.46,1,0
16257,177,1,46.95,1,2
17921,65,4,826.52,1,1
17420,51,3,598.83,1,1
17080,23,2,287.62,1,0
13990,214,1,311.3,1,2
15225,235,1,409.40000000000003,1,2
15312,76,4,924.85,1,1
17234,183,1,149.89000000000001,1,2
16363,54,1,109.36000000000001,1,2
15335,54,1,173.97,1,2
16984,89,2,4481.35,0,-1
15211,61,2,894.4100000000001,1,0
12728,72,4,836.33,1,1
17217,235,1,113.5,1,2
14931,5,5,1257.68,0,1
17503,3,2,558.96,0,0
15645,19,1,612.01,1,2
17492,249,1,374.57,1,2
12565,289,1,145.92,1,2
12640,24,3,1174.58,0,1
15513,34,19,14758.220000000001,0,-1
14154,240,2,1345.62,1,0
15472,114,1,371.56,1,2
18033,66,1,97.97,1,2
15006,52,1,502.09,1,2
18044,5,10,2088.6,0,1
16565,365,1,173.7,1,2
16217,236,2,304.25,1,0
12758,117,2,2791.59,1,-1
12809,178,1,489.31,1,2
15343,88,1,364.5,1,2
14658,6,2,247.15,1,0
14975,58,1,279.94,1,2
16268,72,2,667.65,1,0
16725,303,7,781.02,1,-1
15260,101,7,1810.77,0,1
17062,314,4,538.37,1,1
16365,18,9,1540.42,0,1
17239,313,1,382.5,1,2
15087,282,1,306.94,1,2
14712,30,3,917.07,0,1
13816,24,2,571.6700000000001,1,0
16205,31,4,761.38,0,1
13974,50,1,413.59000000000003,1,2
13008,324,1,229.46999999999997,1,2
16883,188,2,276.73,1,0
12378,130,1,4008.62,1,-1
14210,106,6,1905.8400000000001,0,1
17831,34,1,35.400000000000006,1,-1
17948,148,1,358.56000000000006,1,2
13821,145,2,385.64,1,0
17694,142,1,283.12,1,2
17298,102,2,498.42,1,0
12812,45,1,229.64000000000001,1,2
15373,9,12,2415.91,0,1
18170,34,3,980.31,0,1
12921,10,37,16587.09,0,-1
14157,20,2,432.88,1,0
16031,93,2,548.94,1,0
13577,26,4,1687.6000000000001,0,1
14735,4,32,6065.69,0,-1
16779,3,22,10629.720000000001,0,-1
15917,248,1,123.1,1,2
14962,271,1,126.7,1,2
15801,47,3,1063.95,1,1
17397,23,2,696.41,1,0
15043,32,1,537.0,1,2
14837,90,4,1649.5,0,1
16558,1,20,8338.49,0,-1
17101,11,4,1621.73,0,1
13449,24,1,291.88,1,2
15608,29,4,1093.68,0,1
16718,370,1,623.75,1,2
13236,25,2,744.85,1,0
16221,37,3,864.86,1,1
13161,314,1,112.75,1,2
17609,41,5,1112.22,0,1
15249,32,13,6688.46,0,1
16227,226,1,314.22,1,2
13728,37,6,1016.14,0,1
13950,12,4,745.06,0,1
12994,5,3,974.4200000000001,0,1
14765,30,3,254.11,1,1
14437,366,1,63.0,1,2
12740,64,1,427.6,1,2
17530,2,10,2385.0,0,1
18151,135,2,653.35,1,0
16842,101,3,1264.19,1,1
13576,11,18,6717.34,0,1
16535,6,1,593.75,1,-1
15504,82,1,52.83,1,2
17934,52,2,704.25,1,0
17578,219,1,143.45999999999998,1,2
15687,9,9,2993.1,0,1
13645,121,1,252.1,1,2
15396,113,1,288.18,1,2
15543,289,1,127.86,1,2
12352,37,8,2506.04,0,1
15708,41,7,3364.2400000000002,0,1
17913,59,2,411.6,1,0
15980,89,3,2398.86,0,1
15589,256,3,478.53000000000003,1,1
13005,174,2,513.7,1,0
17433,89,1,303.15999999999997,1,2
13464,59,1,674.68,1,2
15385,41,1,316.88,1,2
14494,26,1,139.56,1,2
15739,67,1,449.12,1,2
17052,29,1,413.75,1,2
13826,177,1,189.5,1,2
16367,38,2,804.49,1,0
16208,45,2,664.26,1,0
15485,31,3,2575.0,0,1
17191,29,7,2095.13,0,1
15392,5,4,1535.53,0,1
13425,109,3,1624.21,1,1
17321,9,2,700.86,0,0
18055,8,10,6784.1900000000005,0,1
13207,16,2,250.26000000000002,1,0
16025,30,1,439.65999999999997,1,2
12548,167,1,95.19999999999999,1,2
14799,52,1,157.7,1,2
15407,34,4,1056.44,0,1
15619,11,1,336.40000000000003,1,2
16796,90,1,305.62,1,2
14801,62,1,193.14,1,2
17580,253,3,215.72,1,1
15683,118,1,193.75,1,2
14282,4,15,3729.34,0,1
12716,4,2,1053.49,0,0
17954,6,12,2332.72,0,1
13059,250,1,183.4,1,2
15379,170,7,3703.29,0,-1
15975,85,1,371.01,1,2
13351,67,1,373.94,1,2
13018,17,28,7277.7,0,-1
13807,368,1,112.6,1,2
16440,8,5,3640.67,0,1
14997,47,3,546.1999999999999,1,1
15280,173,1,113.12,1,2
16347,12,2,887.65,0,0
16569,4,1,124.2,1,-1
17502,10,4,689.1,0,1
18095,313,2,580.0500000000001,1,0
16297,269,1,301.9,1,2
17676,5,6,1387.68,0,1
16967,190,1,319.02,1,2
13860,2,5,1245.9,0,1
14727,275,1,268.58,1,2
14338,162,2,588.22,1,0
18211,26,5,600.07,0,1
14470,12,2,461.19,1,0
17203,36,6,3563.85,0,1
14946,15,1,100.9,1,2
13004,12,18,5655.91,0,1
14689,209,1,112.8,1,2
12731,24,12,18895.91,0,-1
12823,75,5,1759.5,0,1
13185,268,1,71.4,1,2
15745,20,4,1094.59,0,1
14818,74,3,657.8,1,1
14738,43,7,1314.45,0,1
13919,60,2,384.81,1,0
13635,68,1,1071.03,1,2
13926,24,1,223.85000000000002,1,2
15062,72,4,987.86,1,1
14794,3,7,1319.91,0,1
15035,90,1,252.73000000000002,1,2
18228,57,2,779.9,1,0
13710,32,1,180.48,1,2
14600,306,1,393.33000000000004,1,2
16045,120,4,1340.7,1,1
14393,219,1,67.95,1,2
15172,9,5,1624.05,0,1
17679,53,2,1992.1100000000001,1,0
15653,93,2,877.4399999999999,1,0
17082,34,2,2003.85,0,0
16157,16,3,656.69,0,1
12700,8,4,4939.99,0,-1
16536,111,1,548.97,1,2
16722,18,13,4730.81,0,1
16761,97,1,316.62,1,2
17581,1,25,11045.04,0,-1
15276,67,1,135.31,1,2
15482,16,12,11054.96,0,-1
16172,96,5,1140.21,0,1
17014,9,3,586.33,0,1
15749,236,3,44534.3,0,-1
15992,4,1,41.989999999999995,1,-1
17489,59,2,376.64,1,0
13521,2,3,1093.65,0,1
18112,13,2,352.69,1,0
17095,23,3,1324.16,0,1
12897,205,2,216.5,1,0
16746,5,18,6697.66,0,1
15213,319,2,328.35,1,0
16716,267,2,901.2,1,0
13813,40,4,1366.8600000000001,0,1
15192,120,3,1044.32,1,1
14715,25,4,867.38,0,1
16765,295,1,34.0,1,2
13247,18,4,501.12,0,1
17237,12,2,314.69,1,0
13507,4,4,2479.16,0,1
15891,227,1,524.52,1,2
18099,128,1,168.31,1,2
12558,8,1,269.96,1,2
17372,41,8,1342.68,0,1
14334,17,8,2552.21,0,1
16474,8,7,1871.5,0,1
14560,8,22,2237.77,0,-1
14887,80,1,1862.0,1,2
18154,4,2,399.19,0,0
12531,15,1,125.22,1,2
13936,180,1,376.58,1,2
13662,86,3,897.76,1,1
15808,307,4,3734.9700000000003,0,-1
14107,52,7,2703.23,0,1
12727,11,7,3980.7,0,1
16887,36,1,194.88,1,2
14795,167,1,131.45000000000002,1,2
16504,26,1,484.38,1,2
12358,2,2,1168.06,0,-1
12488,10,3,1298.66,0,1
17528,2,8,3628.5,0,1
18135,30,5,681.9100000000001,0,1
16322,2,2,326.75,0,0
12586,18,1,196.94000000000003,1,2
17809,17,12,5411.91,0,1
12478,4,1,680.99,1,-1
17446,177,2,120.9,1,0
15743,17,4,784.46,0,1
15298,3,12,4799.9,0,1
13918,50,2,1212.8400000000001,1,0
15136,3,4,1286.7,0,1
17157,8,2,319.0,1,0
16352,18,2,494.44,1,0
12359,58,4,6372.58,0,-1
15127,66,1,406.53,1,2
18145,13,4,2861.55,0,1
13887,205,1,349.55,1,2
12462,19,2,1189.59,0,0
16914,37,1,208.46,1,2
18280,278,1,180.60000000000002,1,2
12426,195,1,582.73,1,2
12683,5,15,8476.57,0,1
16626,1,17,4413.1,0,-1
14099,17,11,3104.17,0,1
16244,212,2,1522.75,1,0
14618,10,3,553.44,0,1
12521,143,1,599.68,1,2
13948,361,1,102.0,1,2
17962,143,1,102.83,1,2
15226,311,1,154.41,1,2
16389,54,4,1382.07,0,1
16116,212,1,612.78,1,2
13686,183,1,72.0,1,2
14101,74,6,5976.79,0,-1
13448,17,6,3539.37,0,1
14608,5,4,1785.15,0,1
13266,12,12,3834.2599999999998,0,1
17051,195,1,247.14000000000001,1,2
17767,16,1,271.2,1,2
13441,92,1,296.64,1,2
12438,15,2,2906.85,0,-1
16503,107,4,1431.93,1,1
16839,9,34,16594.35,0,-1
15254,128,1,300.36,1,2
14619,246,1,394.44,1,2
13884,8,5,787.6,0,1
18143,117,2,1000.16,1,0
13017,8,1,204.0,1,2
17956,250,1,12.75,1,-1
12402,324,1,225.6,1,2
13894,24,3,564.62,1,1
12644,130,1,477.91,1,2
15051,24,3,1391.61,0,1
13500,24,3,1166.77,0,1
13639,75,1,1033.34,1,2
17464,159,1,289.96000000000004,1,2
15994,55,1,427.07,1,2
14326,243,1,183.85,1,2
15009,13,3,1261.78,0,1
12847,23,1,871.54,1,2
15681,26,5,1426.16,0,1
